Stratum,Psu,Ssu,Inctot,Age,Sex,Race,Hispanic,Marstat,Ownershg,Yrsusa,School,Educrec,Labforce,Occ,Classwk,VetStat
2,12,156,32505,52,1,1,0,1,1,0,1,9,2,47,22,2
2,12,157,2475,59,1,1,0,5,2,0,1,3,1,0,0,1
2,12,158,17985,56,1,1,0,1,2,0,1,3,2,19,22,1
2,12,159,3700,74,1,1,1,4,2,0,1,7,1,0,0,1
2,12,160,75000,73,1,1,0,1,1,0,1,9,1,0,0,2
2,12,161,6250,69,1,1,0,4,2,0,1,7,1,0,0,2
2,12,162,3310,77,1,1,0,4,1,0,1,5,1,0,0,1
2,12,163,10660,66,1,2,0,1,1,0,1,2,1,53,22,1
2,12,164,6435,68,1,1,0,1,1,0,1,1,1,14,13,1
2,12,165,14660,79,1,1,0,4,1,0,1,3,1,68,22,1
2,12,166,4005,68,1,1,0,1,1,0,1,3,1,0,0,1
2,12,167,6005,67,1,1,0,1,1,0,1,3,1,0,0,1
2,12,168,7505,75,1,1,0,1,1,0,1,9,1,72,27,1
2,12,169,4010,77,1,1,0,1,2,0,1,8,1,93,28,1
2,12,170,1855,82,1,2,0,2,0,0,1,3,1,15,22,2
2,12,171,4805,77,1,1,0,1,1,0,1,5,2,19,22,1
2,12,172,9290,65,1,1,0,1,1,0,1,5,1,24,22,2
2,12,173,2105,80,1,1,0,4,1,0,1,3,1,0,0,1
2,12,174,6445,70,1,1,0,1,1,0,1,6,2,44,22,1
2,12,175,0,70,1,2,0,4,1,0,1,1,1,0,0,1
2,12,176,5935,67,1,1,0,1,1,0,1,6,2,47,22,2
2,12,177,0,79,1,1,0,3,0,0,1,3,1,0,0,1
2,12,178,1205,78,1,1,1,1,1,0,1,1,1,0,0,1
2,12,179,20915,67,1,1,0,1,1,0,1,5,2,14,13,1
2,12,180,2205,70,1,1,0,1,1,0,1,3,1,0,0,2
2,12,181,0,68,1,1,0,4,0,0,1,3,1,0,0,1
2,12,182,13865,68,1,1,0,1,1,0,1,6,1,0,0,2
2,12,183,2170,71,1,2,0,1,1,0,1,2,1,0,0,1
2,12,184,0,89,1,1,0,5,0,0,1,2,1,0,0,2
2,12,185,1565,20,2,1,0,5,1,0,1,7,2,47,22,1
2,12,186,1005,23,2,1,0,1,1,0,1,7,1,51,22,1
2,12,187,3005,18,2,1,0,5,2,0,2,4,2,15,22,1
2,12,188,2805,20,2,1,0,1,2,0,1,5,2,45,22,1
2,12,189,0,16,2,1,0,5,1,0,1,3,1,0,0,1
2,12,190,6005,19,2,2,0,1,2,0,2,6,2,13,22,1
2,12,191,0,18,2,2,0,5,1,0,1,8,1,0,0,1
2,12,192,0,15,2,1,0,5,1,0,2,3,0,0,0,0
2,12,193,1005,24,2,2,0,1,1,0,1,3,1,18,22,1
2,12,194,17190,21,2,1,0,5,1,0,1,5,2,49,22,1
2,12,195,555,22,2,1,0,5,1,0,1,7,2,14,13,1
2,12,196,9755,23,2,2,0,1,2,0,1,7,2,45,28,1
2,12,197,0,15,2,2,0,5,1,0,2,4,0,0,0,0
2,12,198,2505,21,2,2,0,5,2,0,1,6,1,0,0,1
2,12,199,2005,23,2,1,0,5,1,0,1,3,1,0,0,1
2,12,200,7425,22,2,1,0,2,2,0,2,7,2,61,27,1
2,12,201,775,19,2,1,0,1,1,0,1,7,2,8,22,1
2,12,202,835,22,2,2,0,5,1,0,1,6,2,7,22,1
2,12,203,0,16,2,1,0,5,1,0,2,4,1,0,0,1
2,12,204,0,16,2,2,0,5,1,0,2,4,1,0,0,1
2,12,205,2005,21,2,1,0,5,2,0,1,7,2,78,22,1
2,12,206,405,21,2,1,0,1,2,0,1,4,2,44,22,1
2,12,207,0,20,2,1,0,1,2,0,2,9,1,0,0,1
2,12,208,5805,18,2,1,0,5,2,0,1,7,2,44,22,1
2,12,209,395,21,2,1,1,1,1,0,1,7,1,18,22,1
2,12,210,0,24,2,1,1,1,2,0,1,3,2,18,22,1
2,12,211,0,16,2,1,1,5,2,0,2,3,1,0,0,1
2,12,212,5005,19,2,1,1,5,2,0,1,5,2,18,22,1
2,12,213,0,16,2,2,0,5,2,0,1,4,1,0,0,1
2,12,214,5005,18,2,1,0,5,1,0,1,7,2,47,22,1
2,12,215,0,16,2,2,0,5,1,0,2,3,1,0,0,1
2,12,216,1805,16,2,2,0,5,1,0,2,6,1,47,22,1
2,12,217,13005,22,2,2,0,5,1,0,1,8,2,22,22,1
2,12,218,0,18,2,2,0,5,1,0,2,6,2,44,27,1
2,12,219,405,17,2,1,1,5,1,0,2,5,1,47,22,1
2,12,220,0,15,2,2,0,5,1,0,2,3,0,0,0,0
2,12,221,4050,18,2,1,0,5,2,0,2,7,2,61,22,1
2,12,222,0,17,2,2,0,5,1,0,2,5,1,0,0,1
2,12,223,1505,18,2,1,0,1,2,0,1,6,2,44,22,1
2,12,224,335,16,2,2,0,5,1,0,2,5,1,44,28,1
2,12,225,0,21,2,1,0,1,2,0,1,7,1,44,22,1
2,12,226,0,18,2,1,0,5,2,0,2,6,1,7,22,1
2,12,227,15005,26,2,1,0,1,1,0,1,8,2,61,25,1
2,12,228,4005,26,2,1,0,1,1,0,1,7,1,61,22,1
2,12,229,0,33,2,1,0,1,1,0,1,6,1,0,0,1
2,12,230,0,30,2,1,1,1,1,0,1,7,1,0,0,1
2,12,231,0,34,2,1,0,1,1,0,1,7,1,0,0,1
2,12,232,0,25,2,1,1,1,1,0,1,7,1,72,22,1
2,12,233,0,27,2,1,0,1,1,0,1,7,1,0,0,1
2,12,234,16395,30,2,2,0,5,2,0,1,7,2,18,22,1
2,12,235,0,25,2,1,0,3,1,0,1,6,2,11,22,1
2,12,236,0,26,2,1,0,1,1,0,1,7,1,0,0,1
2,12,237,0,26,2,1,0,1,2,0,1,9,1,14,13,1
2,12,238,18205,27,2,1,0,1,1,0,1,7,2,45,22,1
2,12,239,0,27,2,1,0,1,1,0,1,3,1,0,0,1
2,12,240,0,25,2,3,0,3,1,0,1,3,1,0,0,1
2,12,241,1410,31,2,2,0,4,1,0,1,3,2,11,22,1
2,12,242,0,27,2,1,0,1,1,0,1,9,1,51,22,1
2,12,243,16900,27,2,1,0,5,1,0,1,9,2,46,22,1
2,12,244,12005,27,2,1,0,1,1,0,1,8,2,44,22,1
2,12,245,185,31,2,1,0,1,1,0,1,9,2,72,22,1
2,12,246,0,29,2,1,0,3,2,0,1,3,1,0,0,1
2,12,247,11005,27,2,2,0,1,2,0,1,7,2,72,28,1
2,12,248,0,33,2,1,1,1,1,0,1,7,1,17,14,1
2,12,249,19710,32,2,1,0,3,2,0,1,9,2,84,22,1
2,12,250,0,28,2,1,0,1,2,0,1,3,1,18,22,1
2,12,251,0,34,2,1,0,1,1,0,1,7,1,0,0,1
2,12,252,0,27,2,2,0,2,2,0,2,5,1,0,0,1
2,12,253,9345,25,2,1,0,1,1,0,1,7,2,44,22,1
2,12,254,185,31,2,1,0,1,1,0,1,9,1,72,28,1
2,12,255,0,29,2,1,1,1,1,0,1,5,1,0,0,1
2,12,256,5725,28,2,2,0,1,1,0,1,9,2,46,27,1
2,12,257,9005,27,2,1,0,3,1,0,1,8,2,13,22,1
2,12,258,0,28,2,1,0,1,1,0,1,9,1,61,22,1
2,12,259,0,34,2,1,0,1,2,0,1,7,1,16,22,1
2,12,260,3005,32,2,1,0,1,1,0,1,7,2,44,22,1
2,12,261,115,25,2,1,1,1,2,0,1,7,1,0,0,1
2,12,262,13550,30,2,1,0,5,1,0,1,9,2,72,28,1
2,12,263,1035,29,2,1,0,1,1,0,1,8,1,61,13,1
2,12,264,8005,25,2,1,0,1,1,0,2,8,2,61,22,1
2,12,265,0,25,2,1,0,1,2,0,1,7,1,0,0,1
2,12,266,605,28,2,1,0,1,1,0,1,8,1,8,13,1
2,12,267,680,31,2,1,0,1,1,0,1,7,2,68,13,1
2,12,268,2505,33,2,1,1,2,2,0,1,2,1,0,0,1
2,12,269,0,33,2,1,0,1,1,0,1,9,1,0,0,1
2,12,270,0,25,2,1,0,1,2,0,1,4,1,0,0,1
2,12,271,2980,29,2,1,1,3,1,0,1,4,2,8,22,1
2,12,272,0,30,2,1,1,1,1,0,1,8,1,0,0,1
2,12,273,11005,31,2,1,1,1,1,0,1,9,2,72,27,1
2,12,274,605,26,2,1,1,3,2,0,1,6,1,44,22,1
2,12,275,0,26,2,1,1,1,2,0,1,3,1,13,25,1
2,12,276,25010,27,2,1,1,3,2,0,2,7,2,17,13,1
2,12,277,0,29,2,1,1,1,1,0,1,4,1,9,22,1
2,12,278,0,30,2,1,1,1,1,0,1,8,1,44,22,1
2,12,279,0,30,2,1,1,3,1,0,1,7,2,51,22,1
2,12,280,8005,25,2,1,0,1,1,0,1,7,2,49,22,1
2,12,281,4005,25,2,1,0,5,1,0,1,7,2,16,22,1
2,12,282,0,28,2,1,1,1,2,0,1,6,1,0,0,1
2,12,283,0,32,2,1,0,1,1,0,1,9,1,0,0,1
2,12,284,0,31,2,1,0,1,1,0,1,9,1,72,28,1
2,12,285,10030,32,2,1,0,5,2,0,1,7,2,45,22,1
2,12,286,0,31,2,1,0,1,1,0,1,7,1,0,0,1
2,12,287,0,30,2,1,0,1,1,0,1,8,1,0,0,1
2,12,288,0,32,2,1,0,1,2,0,1,7,2,66,22,1
2,12,289,18205,29,2,1,0,3,1,0,1,9,2,46,22,1
2,12,290,365,33,2,2,0,1,1,0,1,8,2,26,13,1
2,12,291,19990,28,2,1,0,1,1,0,1,9,2,82,22,1
2,12,292,0,49,2,1,1,1,1,0,1,3,1,0,0,1
2,12,293,0,45,2,2,0,1,1,0,1,7,1,0,0,1
2,12,294,75,38,2,1,0,1,1,0,1,9,1,72,22,1
2,12,295,0,36,2,1,0,1,1,0,1,7,1,0,0,1
2,12,296,0,37,2,1,0,1,1,0,1,7,1,0,0,1
2,12,297,6475,43,2,2,0,3,2,0,1,7,2,17,13,1
2,12,298,0,46,2,1,0,1,1,0,1,3,1,68,22,1
2,12,299,0,38,2,2,0,1,1,0,1,7,1,0,0,1
2,12,300,7625,37,2,1,0,1,1,0,1,5,2,34,27,1
2,12,301,0,37,2,2,0,1,2,0,1,7,1,0,0,1
2,12,302,6755,44,2,1,0,1,1,0,1,7,2,24,28,1
2,12,303,0,36,2,2,0,2,1,0,1,7,2,44,22,1
2,12,304,0,43,2,1,0,1,1,0,1,7,2,7,22,1
2,12,305,3685,42,2,1,0,1,1,0,1,9,2,72,22,1
2,12,306,5005,39,2,1,0,1,2,0,1,9,1,0,0,1
2,12,307,13860,48,2,1,0,1,1,0,1,9,2,46,27,1
2,12,308,0,47,2,1,0,1,1,0,1,9,1,61,22,1
2,12,309,2805,44,2,1,0,1,1,0,1,7,1,44,22,1
2,12,310,205,49,2,1,0,1,1,0,1,7,1,0,0,1
2,12,311,0,38,2,1,0,1,1,0,1,6,1,0,0,1
2,12,312,930,37,2,2,0,2,2,0,1,4,1,6,22,1
2,12,313,9885,36,2,1,0,1,1,0,1,8,2,61,22,1
2,12,314,5005,42,2,1,0,1,2,0,1,7,2,47,22,1
2,12,315,0,38,2,1,0,1,1,0,1,7,2,44,29,1
2,12,316,0,38,2,1,1,1,1,0,1,7,1,17,22,1
2,12,317,0,46,2,1,0,1,1,0,1,7,1,8,22,1
2,12,318,0,42,2,1,0,1,1,0,1,4,1,0,0,1
2,12,319,0,44,2,1,0,1,1,0,1,7,1,0,0,1
2,12,320,0,40,2,1,0,1,1,0,1,8,1,0,0,1
2,12,321,0,47,2,1,0,1,1,0,1,7,1,0,0,1
2,12,322,7805,35,2,1,0,1,1,0,1,7,2,61,22,1
2,12,323,5505,39,2,5,1,1,2,0,1,7,2,61,22,1
2,12,324,910,46,2,1,1,3,1,0,1,5,2,16,22,1
2,12,325,0,35,2,1,1,1,2,0,1,4,2,6,22,1
2,12,326,0,40,2,1,1,1,2,0,1,3,1,0,0,1
2,12,327,0,49,2,1,0,1,1,0,1,7,1,0,0,1
2,12,328,0,43,2,1,1,1,1,0,1,3,1,0,0,1
2,12,329,15485,38,2,1,0,5,2,0,1,9,2,64,27,1
2,12,330,0,39,2,1,0,1,1,0,1,7,1,0,0,1
2,12,331,0,35,2,1,0,1,1,0,1,7,1,0,0,1
2,12,332,20005,44,2,1,1,1,1,0,1,9,2,46,28,1
2,12,333,4895,45,2,2,0,3,1,0,1,7,2,10,22,1
2,12,334,4185,48,2,2,0,1,1,0,1,3,2,15,28,1
2,12,335,13005,38,2,1,0,3,1,0,1,7,1,8,22,1
2,12,336,0,35,2,1,0,1,1,0,1,9,1,0,0,1
2,12,337,0,47,2,2,0,3,1,0,1,9,1,53,27,1
2,12,338,0,43,2,2,0,1,1,0,1,4,1,0,0,1
2,12,339,0,35,2,1,0,1,1,0,1,8,1,0,0,1
2,12,340,21005,43,2,1,0,1,1,0,1,7,2,61,22,1
2,12,341,18660,39,2,1,0,3,1,0,1,9,2,72,28,1
2,12,342,0,49,2,1,0,1,1,0,1,7,1,0,0,1
2,12,343,0,39,2,1,0,1,1,0,1,6,1,0,0,1
2,12,344,12505,35,2,1,1,2,1,0,1,7,2,45,22,1
2,12,345,0,46,2,2,0,1,1,0,1,5,1,0,0,1
2,12,346,0,39,2,1,0,1,1,0,1,6,1,44,22,1
2,12,347,0,41,2,1,0,1,1,0,1,5,1,18,22,1
2,12,348,1905,56,2,1,1,1,1,0,1,3,1,0,0,1
2,12,349,0,62,2,1,0,1,1,0,1,2,1,0,0,1
2,12,350,4500,58,2,1,0,4,1,0,1,3,2,18,22,1
2,12,351,6005,56,2,2,0,1,2,0,1,3,1,0,0,1
2,12,352,0,54,2,1,0,1,1,0,1,6,1,0,0,1
2,12,353,185,57,2,1,0,1,1,0,1,3,1,0,0,1
2,12,354,0,50,2,1,0,1,1,0,1,7,1,0,0,1
2,12,355,0,57,2,2,0,1,2,0,1,3,1,0,0,1
2,12,356,5705,52,2,1,0,4,2,0,1,7,2,15,22,1
2,12,357,0,51,2,1,1,1,1,0,1,2,1,0,0,1
2,12,358,13035,54,2,1,0,1,1,0,1,7,1,0,0,1
2,12,359,2235,55,2,2,0,4,2,0,1,3,1,0,0,1
2,12,360,17005,54,2,1,0,1,1,0,1,6,2,72,22,1
2,12,361,14445,64,2,1,0,4,1,0,1,9,1,0,0,1
2,12,362,5300,54,2,1,0,4,1,0,1,6,1,0,0,1
2,12,363,21110,54,2,1,0,3,1,0,1,9,2,72,28,1
2,12,364,1205,64,2,1,0,1,1,0,1,7,2,67,13,1
2,12,365,405,62,2,1,0,1,2,0,1,5,1,0,0,1
2,12,366,1205,56,2,1,0,4,2,0,1,3,1,0,0,1
2,12,367,0,58,2,1,1,1,1,0,1,3,1,0,0,1
2,12,368,25005,50,2,1,0,1,1,0,1,8,2,68,22,1
2,12,369,0,56,2,1,0,1,1,0,1,8,1,0,0,1
2,12,370,645,61,2,1,1,4,1,0,1,7,1,0,0,1
2,12,371,0,54,2,1,0,1,1,0,1,7,1,0,0,1
2,12,372,585,59,2,1,0,1,1,0,1,7,1,0,0,1
2,12,373,15810,53,2,1,0,1,1,0,1,5,2,61,14,1
2,12,374,7805,61,2,1,0,1,1,0,1,5,2,18,22,1
2,12,375,5530,50,2,1,1,1,1,0,1,7,2,44,22,1
2,12,376,0,54,2,1,0,1,1,0,1,7,1,0,0,1
2,12,377,11005,54,2,1,0,1,1,0,1,8,2,61,22,1
2,12,378,9810,51,2,1,0,1,1,0,1,8,2,61,28,1
2,12,379,9230,59,2,1,0,5,1,0,1,6,2,61,28,1
2,12,380,0,90,2,1,0,4,0,0,1,4,1,0,0,1
2,12,381,4520,75,2,1,0,4,2,0,1,3,1,0,0,1
2,12,382,3790,69,2,2,0,3,1,0,1,8,1,62,13,1
2,12,383,4205,77,2,1,0,4,1,0,1,7,1,0,0,1
2,12,384,4670,72,2,1,0,4,2,0,1,7,2,47,22,1
2,12,385,3950,77,2,1,0,4,1,0,1,1,1,0,0,1
2,12,386,5305,77,2,1,0,4,2,0,1,7,1,0,0,1
2,12,387,0,72,2,2,0,4,0,0,1,3,1,0,0,1
2,12,388,155,86,2,2,0,4,1,0,1,3,1,0,0,1
2,12,389,3345,71,2,1,0,4,1,0,1,7,1,0,0,1
2,12,390,355,71,2,2,0,4,0,0,1,9,1,0,0,1
2,12,391,2410,66,2,3,0,4,1,0,1,1,1,26,22,1
2,12,392,2640,70,2,1,0,4,2,0,1,3,1,0,0,1
2,12,393,0,74,2,1,0,1,1,0,1,5,1,0,0,1
2,12,394,2610,67,2,1,0,4,1,0,1,6,1,0,0,1
2,12,395,5800,72,2,1,0,1,1,0,1,9,1,72,27,1
2,12,396,0,72,2,2,0,1,1,0,1,8,1,23,25,1
2,12,397,5505,73,2,1,0,1,1,0,1,7,1,0,0,1
2,12,398,505,65,2,1,0,4,1,0,1,4,1,0,0,1
2,12,399,6050,86,2,2,0,4,2,0,2,8,1,0,0,1
2,12,400,0,81,2,2,0,4,0,0,1,3,1,0,0,1
2,12,401,9815,67,2,2,0,4,1,0,1,9,1,7,22,1
2,12,402,2055,83,2,1,0,1,0,0,1,5,1,0,0,1
2,12,403,3725,68,2,1,0,1,1,0,1,3,1,0,0,1
2,12,404,6425,78,2,1,0,4,1,0,1,3,1,68,22,1
2,12,405,0,67,2,1,0,1,1,0,1,5,1,0,0,1
2,12,406,-1250,67,2,1,0,1,1,0,1,5,1,0,0,1
2,12,407,11905,72,2,1,0,4,2,0,1,5,1,11,22,1
2,12,408,2170,66,2,1,1,2,2,0,1,2,1,0,0,1
2,12,409,2535,67,2,1,1,5,1,0,1,4,1,0,0,2
2,12,410,2805,79,2,1,0,4,2,0,1,3,1,0,0,1
2,12,411,2405,90,2,2,0,3,1,0,1,9,1,0,0,1
2,12,412,2730,68,2,2,0,4,1,0,1,3,1,0,0,1
2,12,413,0,79,2,1,0,1,1,0,1,7,1,0,0,1
2,12,414,1505,80,2,2,0,4,1,0,1,3,1,0,0,1
2,12,415,4540,70,2,1,0,4,1,0,1,7,2,18,22,1
2,12,416,5510,71,2,1,0,4,1,0,1,8,2,26,22,1
2,12,417,0,72,2,1,0,4,2,0,1,2,1,0,0,1
2,12,418,0,71,2,2,0,1,1,0,1,2,1,0,0,1
2,13,1,0,19,1,1,0,5,2,0,2,6,2,15,22,1
2,13,2,0,17,1,1,0,5,1,0,2,5,1,0,0,1
2,13,3,4505,22,1,2,0,5,2,0,1,7,2,61,28,1
2,13,4,0,16,1,1,1,5,1,0,2,4,1,0,0,1
2,13,5,175,22,1,2,0,5,1,0,1,8,2,8,28,1
2,13,6,1245,17,1,1,0,5,1,0,2,5,2,27,22,1
2,13,7,0,16,1,1,0,5,2,0,2,5,1,6,22,1
2,13,8,0,22,1,2,0,5,0,0,1,7,2,18,25,0
2,13,9,125,23,1,1,1,1,2,0,1,3,2,24,22,1
2,13,10,1445,17,1,2,0,5,1,0,2,6,1,0,0,1
2,13,11,5005,21,1,2,0,1,2,0,2,6,2,18,22,1
2,13,12,1325,17,1,2,0,5,1,0,2,6,1,11,22,1
2,13,13,16150,20,1,1,0,5,1,0,2,6,2,18,22,1
2,13,14,9210,19,1,1,0,5,1,0,1,7,2,24,22,1
2,13,15,18705,24,1,1,0,5,1,0,1,7,2,19,22,2
2,13,16,605,21,1,2,0,1,2,0,1,7,2,18,22,1
2,13,17,705,16,1,2,0,5,1,0,2,3,2,29,22,1
2,13,18,19110,21,1,1,0,5,1,0,1,7,2,39,22,1
2,13,19,8105,20,1,2,0,5,2,0,1,3,2,6,22,1
2,13,20,0,15,1,1,0,5,1,0,2,4,0,0,0,0
2,13,21,0,20,1,2,0,1,0,0,1,7,1,0,0,1
2,13,22,0,15,1,1,0,5,1,0,2,4,0,0,0,0
2,13,23,155,18,1,2,0,5,1,0,1,6,1,0,0,1
2,13,24,3075,17,1,1,0,5,1,0,1,4,2,8,22,1
2,13,25,4805,22,1,2,0,5,2,0,1,7,1,8,22,1
2,13,26,8845,20,1,2,0,5,2,0,1,2,2,15,22,1
2,13,27,0,23,1,2,0,5,2,0,1,5,1,0,0,1
2,13,28,0,18,1,2,0,5,1,0,2,6,1,0,0,1
2,13,29,3505,18,1,1,0,5,1,0,1,1,2,9,22,1
2,13,30,0,24,1,1,0,5,0,0,1,7,1,19,22,1
2,13,31,0,16,1,1,0,5,1,0,2,4,1,0,0,1
2,13,32,7205,19,1,5,0,5,0,0,1,7,2,18,25,0
2,13,33,7005,24,1,5,1,1,2,0,1,8,2,37,25,1
2,13,34,0,23,1,1,1,5,0,0,1,7,2,18,22,1
2,13,35,0,15,1,1,0,5,2,0,2,4,0,0,0,0
2,13,36,1305,16,1,1,0,5,1,0,2,4,2,11,22,1
2,13,37,780,17,1,1,0,5,1,0,1,5,2,11,22,1
2,13,38,6005,24,1,1,1,5,0,0,1,7,2,18,25,0
2,13,39,2985,17,1,1,0,5,1,0,2,6,1,22,22,1
2,13,40,0,18,1,1,0,5,0,0,2,7,1,0,0,1
2,13,41,0,15,1,1,0,5,1,0,2,5,0,0,0,0
2,13,42,12905,22,1,1,0,3,1,0,1,7,2,27,22,1
2,13,43,0,17,1,2,0,5,2,0,2,5,1,0,0,1
2,13,44,1145,15,1,2,0,5,2,0,2,3,0,0,0,0
2,13,45,9005,24,1,1,0,1,1,0,1,7,2,15,22,1
2,13,46,14005,23,1,1,0,1,1,0,1,7,2,27,22,1
2,13,47,19870,20,1,1,0,3,1,0,1,6,2,84,22,1
2,13,48,16825,22,1,1,0,5,2,0,1,7,2,44,22,1
2,13,49,1005,19,1,1,0,3,1,0,1,7,2,18,25,0
2,13,50,10405,20,1,1,0,5,1,0,1,7,2,27,22,1
2,13,51,0,15,1,1,0,5,1,0,2,4,0,0,0,0
2,13,52,0,24,1,1,0,5,0,0,1,7,1,0,0,1
2,13,53,13005,22,1,1,0,3,2,0,1,7,2,18,22,1
2,13,54,5540,23,1,1,0,5,2,0,2,9,2,16,22,1
2,13,55,1005,18,1,2,0,5,1,0,2,5,2,8,22,1
2,13,56,0,15,1,2,0,5,1,0,2,3,0,0,0,0
2,13,57,18875,23,1,1,0,1,1,0,1,7,2,27,22,2
2,13,58,1605,17,1,1,0,5,1,0,2,6,1,47,22,1
2,13,59,0,16,1,2,0,5,2,0,2,4,2,9,22,1
2,13,60,215,20,1,1,0,1,2,0,1,7,2,19,22,1
2,13,61,505,16,1,1,0,5,2,0,2,3,1,16,22,1
2,13,62,0,18,1,1,1,5,1,0,2,5,1,0,0,1
2,13,63,305,16,1,1,1,5,1,0,2,4,1,19,28,1
2,13,64,9005,23,1,1,1,1,2,0,1,8,2,24,22,1
2,13,65,0,15,1,1,1,5,1,0,1,6,0,0,0,0
2,13,66,5875,22,1,1,1,1,2,0,1,3,2,24,22,1
2,13,67,0,15,1,1,1,5,2,0,2,4,0,0,0,0
2,13,68,1810,23,1,1,0,5,2,0,2,9,1,65,27,1
2,13,69,4005,23,1,1,0,5,2,0,2,8,1,51,22,1
2,13,70,105,15,1,1,0,5,1,0,2,3,0,0,0,0
2,13,71,0,18,1,1,0,5,1,0,2,7,1,19,22,1
2,13,72,0,15,1,1,0,5,1,0,2,3,0,0,0,0
2,13,73,1105,17,1,1,0,5,1,0,2,6,2,32,22,1
2,13,74,0,19,1,1,0,5,0,0,1,4,1,0,0,1
2,13,75,1355,16,1,2,0,5,0,0,2,3,1,11,25,1
2,13,76,605,17,1,2,0,5,2,0,2,5,1,36,28,1
2,13,77,0,15,1,1,0,5,2,0,2,3,0,0,0,0
2,13,78,9505,21,1,1,0,1,2,0,1,7,2,8,22,1
2,13,79,0,15,1,1,0,5,1,0,2,3,0,0,0,0
2,13,80,3205,19,1,1,0,5,1,0,1,7,2,18,25,0
2,13,81,9960,31,1,1,0,1,1,0,1,8,2,18,25,0
2,13,82,6005,34,1,2,0,1,1,0,1,7,2,5,22,1
2,13,83,25005,32,1,2,0,1,2,0,1,8,2,15,22,1
2,13,84,18005,30,1,1,0,1,2,0,1,8,2,49,22,2
2,13,85,18005,33,1,1,0,1,1,0,1,9,2,52,22,2
2,13,86,7605,34,1,1,0,1,2,0,1,5,2,19,22,2
2,13,87,8005,30,1,1,0,1,2,0,1,7,2,18,25,0
2,13,88,7310,30,1,1,0,1,2,0,2,9,2,27,22,2
2,13,89,7505,25,1,1,0,5,1,0,1,8,2,47,22,2
2,13,90,9885,28,1,2,0,5,2,0,1,6,2,8,22,1
2,13,91,20005,34,1,1,1,5,0,0,1,7,1,49,22,1
2,13,92,2105,34,1,2,0,5,1,0,1,4,2,8,22,1
2,13,93,13005,26,1,1,0,1,1,0,1,7,2,18,27,1
2,13,94,26005,33,1,1,0,1,1,0,1,7,2,49,22,2
2,13,95,21895,34,1,1,0,1,1,0,1,7,2,54,22,1
2,13,96,7830,32,1,3,0,2,1,0,1,3,2,8,22,1
2,13,97,15180,30,1,2,0,2,2,0,1,4,2,18,22,1
2,13,98,6005,26,1,1,0,5,1,0,2,8,2,24,22,1
2,13,99,12005,29,1,1,0,1,1,0,1,7,2,37,28,2
2,13,100,13005,25,1,2,0,1,1,0,1,4,2,18,22,1
2,13,101,11505,28,1,1,0,1,1,0,1,9,2,72,28,1
2,13,102,6665,25,1,1,0,1,1,0,1,9,2,9,22,1
2,13,103,9005,26,1,2,0,1,2,0,1,8,2,8,22,1
2,13,104,37005,30,1,1,0,1,2,0,1,8,2,66,14,1
2,13,105,1205,26,1,1,0,1,2,0,1,8,2,53,22,1
2,13,106,61910,30,1,1,0,1,1,0,1,9,2,46,28,1
2,13,107,6460,31,1,1,0,5,2,0,1,9,2,21,22,2
2,13,108,8575,29,1,1,1,1,2,0,1,5,2,19,22,1
2,13,109,8285,27,1,1,0,1,1,0,1,7,2,18,25,0
2,13,110,22005,29,1,1,0,1,1,0,1,9,2,47,22,1
2,13,111,925,27,1,2,0,1,2,0,1,7,2,18,25,0
2,13,112,8005,27,1,2,0,1,0,0,1,7,2,18,25,0
2,13,113,9005,27,1,1,0,1,1,0,1,7,2,15,22,1
2,13,114,12050,28,1,1,0,1,2,0,1,9,2,6,27,1
2,13,115,8105,30,1,1,0,3,2,0,1,7,2,47,22,1
2,13,116,20005,28,1,2,0,1,1,0,1,9,2,72,28,1
2,13,117,13505,26,1,1,0,1,2,0,1,7,2,15,13,1
2,13,118,14705,29,1,1,1,1,2,0,1,4,2,12,22,2
2,13,119,12505,47,1,1,0,1,1,0,1,3,2,68,22,1
2,13,120,14005,45,1,1,1,1,1,0,1,8,2,44,28,2
2,13,121,1685,41,1,1,0,5,1,0,1,7,2,9,22,1
2,13,122,30005,43,1,2,0,1,1,0,1,8,2,15,13,1
2,13,123,1505,44,1,2,0,1,1,0,1,9,2,72,28,1
2,13,124,28260,35,1,1,0,1,1,0,1,7,2,18,22,1
2,13,125,13005,36,1,2,0,1,1,0,1,7,2,8,27,2
2,13,126,75000,45,1,1,0,1,1,0,1,7,2,15,13,2
2,13,127,11305,45,1,1,0,1,1,0,1,7,2,24,28,2
2,13,128,19810,38,1,2,0,1,1,0,1,5,2,24,22,1
2,13,129,12005,40,1,1,0,1,1,0,2,7,2,84,27,2
2,13,130,6760,36,1,1,0,2,1,0,1,7,2,13,25,1
2,13,131,15260,43,1,1,0,1,1,0,1,9,2,82,22,1
2,13,132,5045,47,1,2,0,1,2,0,1,3,1,32,22,1
2,13,133,7805,36,1,2,0,5,2,0,1,3,2,9,28,1
2,13,134,45010,43,1,1,0,1,2,0,1,9,2,18,25,0
2,13,135,17605,37,1,1,1,1,1,0,2,8,2,53,25,1
2,13,136,14405,41,1,2,0,1,1,0,1,2,2,18,22,1
2,13,137,9005,35,1,1,0,1,1,0,1,7,2,6,22,1
2,13,138,24410,46,1,1,0,2,2,0,1,8,2,68,22,2
2,13,139,29885,41,1,1,0,1,1,0,1,6,2,68,14,1
